year,district,pop_total,pop_swiss,pop_foreign,pop_men_total,pop_men_swiss,pop_men_foreign,pop_women_total,pop_women_swiss,pop_women_foreign,pct_foreign,pct_swiss
2004,1606-Blécherette,20,11,9,8.0,5,3,12,6,6,0.45,0.55
2004,17-Beaulieu/Grey/Boisy,5874,4686,1188,2636.0,2011,625,3238,2675,563,0.2022,0.7978
2004,1702-Bergières,2246,1767,479,1029.0,771,258,1217,996,221,0.2133,0.7867
2004,1703-Pierrefleur,3628,2919,709,1607.0,1240,367,2021,1679,342,0.1954,0.8046
2004,2-Maupas/Valency,12773,7662,5111,5992.0,3320,2672,6781,4342,2439,0.4001,0.5999
2004,201-Maupas,2634,1505,1129,1256.0,658,598,1378,847,531,0.4286,0.5714
2004,202-Av. d'Echallens,3535,1981,1554,1685.0,883,802,1850,1098,752,0.4396,0.5604
2004,203-Montétan,2210,1459,751,1032.0,635,397,1178,824,354,0.3398,0.6602
2004,204-Chablière,2622,1554,1068,1255.0,695,560,1367,859,508,0.4073,0.5927
2004,205-Valency,1772,1163,609,764.0,449,315,1008,714,294,0.3437,0.6563
2004,3-Sébeillon/Malley,8791,4242,4549,4389.0,1958,2431,4402,2284,2118,0.5175,0.4825
2004,301-Av. de Morges,2932,1483,1449,1504.0,721,783,1428,762,666,0.4942,0.5058
2004,302-Rue de Sébeillon,35,23,12,24.0,16,8,11,7,4,0.3429,0.6571
2004,303-Tivoli,1810,1121,689,905.0,513,392,905,608,297,0.3807,0.6193
2004,304-Prélaz,2483,1012,1471,1231.0,452,779,1252,560,692,0.5924,0.4076
2004,305-Gare de Sébeillon,19,5,14,16.0,2,14,3,3,0,0.7368,0.2632
2004,306-Av. de Provence,5,4,1,2.0,1,1,3,3,0,0.2,0.8
2004,307-Malley,1507,594,913,707.0,253,454,800,341,459,0.6058,0.3942
2004,4-Montoie/Bourdonnette,6685,3275,3410,3284.0,1469,1815,3401,1806,1595,0.5101,0.4899
2004,401-Montoie,2721,1625,1096,1289.0,698,591,1432,927,505,0.4028,0.5972
2004,402-Vallée de la Jeunesse,78,74,4,35.0,35,0,43,39,4,0.0513,0.9487
2004,403-Pyramides,1331,666,665,676.0,300,376,655,366,289,0.4996,0.5004
2004,404-Prés-de-Vidy,675,311,364,359.0,156,203,316,155,161,0.5393,0.4607
2004,405-Bourget,16,5,11,10.0,4,6,6,1,5,0.6875,0.3125
2004,406-Bourdonnette,1864,594,1270,915.0,276,639,949,318,631,0.6813,0.3187
2004,5-Montriond/Cour,7757,5225,2532,3701.0,2344,1357,4056,2881,1175,0.3264,0.6736
2004,501-Marc-Dufour,2753,2107,646,1278.0,943,335,1475,1164,311,0.2347,0.7653
2004,502-Milan,6,4,2,3.0,1,2,3,3,0,0.3333,0.6667
2004,503-Les Cèdres,268,149,119,166.0,91,75,102,58,44,0.444,0.556
2004,504-Cour,2052,1313,739,990.0,588,402,1062,725,337,0.3601,0.6399
2004,505-Mont-d'Or,2671,1648,1023,1258.0,718,540,1413,930,483,0.383,0.617
2004,506-Bellerive,7,4,3,6.0,3,3,1,1,0,0.4286,0.5714
2004,6-Sous-Gare/Ouchy,10314,7113,3201,4882.0,3153,1729,5432,3960,1472,0.3104,0.6896
2004,601-Grancy,3584,2464,1120,1770.0,1144,626,1814,1320,494,0.3125,0.6875
2004,602-Harpe,4152,2996,1156,1920.0,1317,603,2232,1679,553,0.2784,0.7216
2004,603-Av. d'Ouchy,1281,916,365,570.0,380,190,711,536,175,0.2849,0.7151
2004,604-Ouchy,1297,737,560,622.0,312,310,675,425,250,0.4318,0.5682
2004,7-Montchoisi,3456,2323,1133,1547.0,969,578,1909,1354,555,0.3278,0.6722
2004,701-Montchoisi,3229,2149,1080,1454.0,900,554,1775,1249,526,0.3345,0.6655
2004,702-Elysée,227,174,53,93.0,69,24,134,105,29,0.2335,0.7665
2004,8-Florimont/Chissiez,5195,3372,1823,2385.0,1459,926,2810,1913,897,0.3509,0.6491
2004,801-Florimont,1801,1313,488,795.0,561,234,1006,752,254,0.271,0.729
2004,802-Av. Rambert,1069,785,284,501.0,362,139,568,423,145,0.2657,0.7343
2004,803-Chissiez,2325,1274,1051,1089.0,536,553,1236,738,498,0.452,0.548
2004,9-Mousquines/Bellevue,2412,1649,763,1112.0,743,369,1300,906,394,0.3163,0.6837
2004,90-Zones foraines,2677,1987,690,1389.0,1030,359,1288,957,331,0.2578,0.7422
2004,901-Mon-Repos,138,101,37,59.0,39,20,79,62,17,0.2681,0.7319
2004,9010-Les Râpes,2033,1445,588,1048.0,744,304,985,701,284,0.2892,0.7108
2004,902-Av. Secrétan,1658,1124,534,744.0,502,242,914,622,292,0.3221,0.6779
2004,9020-Montheron,138,125,13,71.0,63,8,67,62,5,0.0942,0.9058
2004,903-Ch. de la Vuachère,616,424,192,309.0,202,107,307,222,85,0.3117,0.6883
2004,9030-Vernand,506,417,89,270.0,223,47,236,194,42,0.1759,0.8241
2004,99-Adresses inconnues,159,68,91,135.0,51,84,24,17,7,0.5723,0.4277
2004,Ville de Lausanne,127194,78971,48223,60248.0,35001,25247,66946,43970,22976,0.3791,0.6209
2005,1-Centre,11302,6977,4325,5617.0,3262,2355,5685,3715,1970,0.3827,0.6173
2005,10-Vallon/Béthusy,6054,3751,2303,2722.0,1563,1159,3332,2188,1144,0.3804,0.6196
2005,1001-Le Vallon,1328,625,703,693.0,328,365,635,297,338,0.5294,0.4706
2005,1002-Hôpitaux,286,202,84,91.0,61,30,195,141,54,0.2937,0.7063
2005,1003-Victor-Ruffy,2323,1532,791,1024.0,624,400,1299,908,391,0.3405,0.6595
2005,1004-Béthusy,2117,1392,725,914.0,550,364,1203,842,361,0.3425,0.6575
2005,101-Rue Centrale,1963,1228,735,1010.0,613,397,953,615,338,0.3744,0.6256
2005,102-Chauderon,1975,1175,800,1009.0,571,438,966,604,362,0.4051,0.5949
2005,103-Flon,27,11,16,22.0,9,13,5,2,3,0.5926,0.4074
2005,104-Montbenon,141,105,36,64.0,45,19,77,60,17,0.2553,0.7447
2005,105-Gare/Petit-Chêne,1275,882,393,604.0,397,207,671,485,186,0.3082,0.6918
2005,106-Georgette,1102,692,410,519.0,302,217,583,390,193,0.3721,0.6279
2005,107-Avant-Poste,1474,1049,425,667.0,449,218,807,600,207,0.2883,0.7117
2005,108-Marterey,1677,908,769,819.0,400,419,858,508,350,0.4586,0.5414
2005,109-Cité,746,476,270,398.0,242,156,348,234,114,0.3619,0.6381
2005,11-Chailly/Rovéréaz,8549,6021,2528,3893.0,2638,1255,4656,3383,1273,0.2957,0.7043
2005,110-Riponne/Tunnel,922,451,471,505.0,234,271,417,217,200,0.5108,0.4892
2005,1101-Chailly,4126,2568,1558,1833.0,1088,745,2293,1480,813,0.3776,0.6224
2005,1102-Plaisante,1358,1055,303,643.0,487,156,715,568,147,0.2231,0.7769
2005,1103-Bois de Rovéréaz,94,53,41,50.0,27,23,44,26,18,0.4362,0.5638
2005,1104-Craivavers,760,659,101,366.0,315,51,394,344,50,0.1329,0.8671
2005,1105-Devin,2211,1686,525,1001.0,721,280,1210,965,245,0.2374,0.7626
2005,12-Sallaz/Vennes/Séchaud,11832,7090,4742,5575.0,3168,2407,6257,3922,2335,0.4008,0.5992
2005,1201-La Sallaz,2802,1556,1246,1232.0,620,612,1570,936,634,0.4447,0.5553
2005,1202-Vennes,1406,856,550,689.0,386,303,717,470,247,0.3912,0.6088
2005,1203-Route de Berne,1125,665,460,550.0,315,235,575,350,225,0.4089,0.5911
2005,1204-Valmont,920,540,380,458.0,251,207,462,289,173,0.413,0.587
2005,1205-Grangette,1591,1078,513,740.0,500,240,851,578,273,0.3224,0.6776
2005,1206-Praz-Séchaud,1714,949,765,825.0,445,380,889,504,385,0.4463,0.5537
2005,1207-Ch. des Roches,355,266,89,162.0,119,43,193,147,46,0.2507,0.7493
2005,1208-Grand-Vennes,1919,1180,739,919.0,532,387,1000,648,352,0.3851,0.6149
2005,13-Sauvabelin,588,339,249,269.0,138,131,319,201,118,0.4235,0.5765
2005,1301-Sauvabelin,72,68,4,38.0,34,4,34,34,0,0.0556,0.9444
2005,1302-Pré-Fleuri,516,271,245,231.0,104,127,285,167,118,0.4748,0.5252
2005,14-Borde/Bellevaux,9406,5320,4086,4553.0,2391,2162,4853,2929,1924,0.4344,0.5656
2005,1401-Borde,2191,818,1373,1157.0,416,741,1034,402,632,0.6267,0.3733
2005,1402-Rouvraie,1862,1467,395,855.0,649,206,1007,818,189,0.2121,0.7879
2005,1403-Bellevaux,4685,2522,2163,2217.0,1077,1140,2468,1445,1023,0.4617,0.5383
2005,1404-Rte du Signal,668,513,155,324.0,249,75,344,264,80,0.232,0.768
2005,15-Vinet/Pontaise,6972,4251,2721,3327.0,1876,1451,3645,2375,1270,0.3903,0.6097
2005,1501-Pré-du-Marché,1885,1160,725,888.0,499,389,997,661,336,0.3846,0.6154
2005,1502-Valentin,2535,1683,852,1207.0,746,461,1328,937,391,0.3361,0.6639
2005,1503-Pontaise,2552,1408,1144,1232.0,631,601,1320,777,543,0.4483,0.5517
2005,16-Bossons/Blécherette,6399,3588,2811,3006.0,1543,1463,3393,2045,1348,0.4393,0.5607
2005,1601-Stade,7,4,3,6.0,3,3,1,1,0,0.4286,0.5714
2005,1602-Ancien-Stand,928,459,469,413.0,181,232,515,278,237,0.5054,0.4946
2005,1603-Bois-Mermet,67,44,23,36.0,25,11,31,19,12,0.3433,0.6567
2005,1604-Bois-Gentil,3193,1715,1478,1466.0,702,764,1727,1013,714,0.4629,0.5371
2005,1605-Bossons,2185,1355,830,1077.0,627,450,1108,728,380,0.3799,0.6201
2005,1606-Blécherette,19,11,8,8.0,5,3,11,6,5,0.4211,0.5789
2005,17-Beaulieu/Grey/Boisy,5849,4674,1175,2640.0,2013,627,3209,2661,548,0.2009,0.7991
2005,1702-Bergières,2231,1774,457,1022.0,777,245,1209,997,212,0.2048,0.7952
2005,1703-Pierrefleur,3618,2900,718,1618.0,1236,382,2000,1664,336,0.1985,0.8015
2005,2-Maupas/Valency,12689,7614,5075,5937.0,3273,2664,6752,4341,2411,0.4,0.6
2005,201-Maupas,2583,1511,1072,1224.0,648,576,1359,863,496,0.415,0.585
2005,202-Av. d'Echallens,3518,1938,1580,1663.0,861,802,1855,1077,778,0.4491,0.5509
2005,203-Montétan,2187,1437,750,1025.0,613,412,1162,824,338,0.3429,0.6571
2005,204-Chablière,2630,1574,1056,1248.0,700,548,1382,874,508,0.4015,0.5985
2005,205-Valency,1771,1154,617,777.0,451,326,994,703,291,0.3484,0.6516
2005,3-Sébeillon/Malley,9224,4378,4846,4575.0,2036,2539,4649,2342,2307,0.5254,0.4746
2005,301-Av. de Morges,2946,1448,1498,1511.0,708,803,1435,740,695,0.5085,0.4915
2005,302-Rue de Sébeillon,34,22,12,23.0,16,7,11,6,5,0.3529,0.6471
2005,303-Tivoli,1846,1143,703,911.0,533,378,935,610,325,0.3808,0.6192
2005,304-Prélaz,2753,1122,1631,1343.0,492,851,1410,630,780,0.5924,0.4076
2005,305-Gare de Sébeillon,18,5,13,15.0,2,13,3,3,0,0.7222,0.2778
2005,306-Av. de Provence,5,4,1,2.0,1,1,3,3,0,0.2,0.8
2005,307-Malley,1622,634,988,770.0,284,486,852,350,502,0.6091,0.3909
2005,4-Montoie/Bourdonnette,6571,3286,3285,3238.0,1493,1745,3333,1793,1540,0.4999,0.5001
2005,401-Montoie,2665,1589,1076,1263.0,687,576,1402,902,500,0.4038,0.5962
2005,402-Vallée de la Jeunesse,77,73,4,35.0,35,0,42,38,4,0.0519,0.9481
2005,403-Pyramides,1284,658,626,661.0,300,361,623,358,265,0.4875,0.5125
2005,404-Prés-de-Vidy,647,311,336,338.0,156,182,309,155,154,0.5193,0.4807
2005,405-Bourget,16,4,12,9.0,3,6,7,1,6,0.75,0.25
2005,406-Bourdonnette,1882,651,1231,932.0,312,620,950,339,611,0.6541,0.3459
2005,5-Montriond/Cour,7728,5193,2535,3706.0,2339,1367,4022,2854,1168,0.328,0.672
2005,501-Marc-Dufour,2779,2123,656,1298.0,952,346,1481,1171,310,0.2361,0.7639
2005,502-Milan,4,4,0,1.0,1,0,3,3,0,0.0,1.0
2005,503-Les Cèdres,256,106,150,156.0,64,92,100,42,58,0.5859,0.4141
2005,504-Cour,2015,1284,731,992.0,588,404,1023,696,327,0.3628,0.6372
2005,505-Mont-d'Or,2669,1672,997,1255.0,731,524,1414,941,473,0.3735,0.6265
2005,506-Bellerive,5,4,1,4.0,3,1,1,1,0,0.2,0.8
2005,6-Sous-Gare/Ouchy,10368,7071,3297,4899.0,3105,1794,5469,3966,1503,0.318,0.682
2005,601-Grancy,3495,2401,1094,1701.0,1112,589,1794,1289,505,0.313,0.687
2005,602-Harpe,4219,3038,1181,1942.0,1306,636,2277,1732,545,0.2799,0.7201
2005,603-Av. d'Ouchy,1273,895,378,581.0,371,210,692,524,168,0.2969,0.7031
2005,604-Ouchy,1381,737,644,675.0,316,359,706,421,285,0.4663,0.5337
2005,7-Montchoisi,3486,2326,1160,1571.0,977,594,1915,1349,566,0.3328,0.6672
2005,701-Montchoisi,3255,2154,1101,1476.0,908,568,1779,1246,533,0.3382,0.6618
2005,702-Elysée,231,172,59,95.0,69,26,136,103,33,0.2554,0.7446
2005,8-Florimont/Chissiez,5202,3378,1824,2426.0,1472,954,2776,1906,870,0.3506,0.6494
2005,801-Florimont,1781,1310,471,804.0,564,240,977,746,231,0.2645,0.7355
2005,802-Av. Rambert,1038,779,259,479.0,352,127,559,427,132,0.2495,0.7505
2005,803-Chissiez,2383,1289,1094,1143.0,556,587,1240,733,507,0.4591,0.5409
2005,9-Mousquines/Bellevue,2450,1659,791,1150.0,766,384,1300,893,407,0.3229,0.6771
2005,90-Zones foraines,2772,2022,750,1444.0,1056,388,1328,966,362,0.2706,0.7294
2005,901-Mon-Repos,140,100,40,66.0,42,24,74,58,16,0.2857,0.7143
2005,9010-Les Râpes,2129,1482,647,1104.0,769,335,1025,713,312,0.3039,0.6961
2005,902-Av. Secrétan,1671,1141,530,762.0,520,242,909,621,288,0.3172,0.6828
2005,9020-Montheron,130,118,12,67.0,60,7,63,58,5,0.0923,0.9077
2005,903-Ch. de la Vuachère,639,418,221,322.0,204,118,317,214,103,0.3459,0.6541
2005,9030-Vernand,513,422,91,273.0,227,46,240,195,45,0.1774,0.8226
2005,99-Adresses inconnues,156,71,85,127.0,51,76,29,20,9,0.5449,0.4551
2005,Ville de Lausanne,127597,79009,48588,60675.0,35160,25515,66922,43849,23073,0.3808,0.6192
2006,1-Centre,11493,7085,4408,5637.0,3303,2334,5856,3782,2074,0.3835,0.6165
2006,10-Vallon/Béthusy,6055,3740,2315,2723.0,1576,1147,3332,2164,1168,0.3823,0.6177
2006,1001-Le Vallon,1297,613,684,691.0,333,358,606,280,326,0.5274,0.4726
2006,1002-Hôpitaux,301,198,103,93.0,55,38,208,143,65,0.3422,0.6578
2006,1003-Victor-Ruffy,2334,1533,801,1048.0,637,411,1286,896,390,0.3432,0.6568
2006,1004-Béthusy,2123,1396,727,891.0,551,340,1232,845,387,0.3424,0.6576
2006,101-Rue Centrale,2084,1257,827,1034.0,611,423,1050,646,404,0.3968,0.6032
2006,102-Chauderon,2009,1171,838,1039.0,564,475,970,607,363,0.4171,0.5829
2006,103-Flon,21,11,10,17.0,9,8,4,2,2,0.4762,0.5238
2006,104-Montbenon,148,107,41,66.0,47,19,82,60,22,0.277,0.723
2006,105-Gare/Petit-Chêne,1276,898,378,603.0,410,193,673,488,185,0.2962,0.7038
2006,106-Georgette,1094,716,378,503.0,315,188,591,401,190,0.3455,0.6545
2006,107-Avant-Poste,1510,1058,452,693.0,461,232,817,597,220,0.2993,0.7007
2006,108-Marterey,1719,938,781,825.0,413,412,894,525,369,0.4543,0.5457
2006,109-Cité,728,481,247,381.0,242,139,347,239,108,0.3393,0.6607
2006,11-Chailly/Rovéréaz,8590,6033,2557,3900.0,2659,1241,4690,3374,1316,0.2977,0.7023
2006,110-Riponne/Tunnel,904,448,456,476.0,231,245,428,217,211,0.5044,0.4956
2006,1101-Chailly,4159,2601,1558,1842.0,1108,734,2317,1493,824,0.3746,0.6254
2006,1102-Plaisante,1359,1058,301,638.0,494,144,721,564,157,0.2215,0.7785
2006,1103-Bois de Rovéréaz,90,53,37,49.0,28,21,41,25,16,0.4111,0.5889
2006,1104-Craivavers,745,642,103,356.0,302,54,389,340,49,0.1383,0.8617
2006,1105-Devin,2237,1679,558,1015.0,727,288,1222,952,270,0.2494,0.7506
2006,12-Sallaz/Vennes/Séchaud,12074,7117,4957,5707.0,3188,2519,6367,3929,2438,0.4106,0.5894
2006,1201-La Sallaz,2814,1527,1287,1272.0,626,646,1542,901,641,0.4574,0.5426
2006,1202-Vennes,1398,838,560,675.0,368,307,723,470,253,0.4006,0.5994
2006,1203-Route de Berne,1130,666,464,548.0,305,243,582,361,221,0.4106,0.5894
2006,1204-Valmont,942,556,386,457.0,258,199,485,298,187,0.4098,0.5902
2006,1205-Grangette,1697,1115,582,781.0,516,265,916,599,317,0.343,0.657
2006,1206-Praz-Séchaud,1841,1008,833,892.0,478,414,949,530,419,0.4525,0.5475
2006,1207-Ch. des Roches,342,258,84,156.0,114,42,186,144,42,0.2456,0.7544
2006,1208-Grand-Vennes,1910,1149,761,926.0,523,403,984,626,358,0.3984,0.6016
2006,13-Sauvabelin,713,402,311,331.0,173,158,382,229,153,0.4362,0.5638
2006,1301-Sauvabelin,66,60,6,35.0,30,5,31,30,1,0.0909,0.9091
2006,1302-Pré-Fleuri,647,342,305,296.0,143,153,351,199,152,0.4714,0.5286
2006,14-Borde/Bellevaux,9306,5160,4146,4457.0,2282,2175,4849,2878,1971,0.4455,0.5545
2006,1401-Borde,2199,787,1412,1133.0,387,746,1066,400,666,0.6421,0.3579
2006,1402-Rouvraie,1842,1416,426,840.0,621,219,1002,795,207,0.2313,0.7687
2006,1403-Bellevaux,4610,2452,2158,2175.0,1038,1137,2435,1414,1021,0.4681,0.5319
2006,1404-Rte du Signal,655,505,150,309.0,236,73,346,269,77,0.229,0.771
2006,15-Vinet/Pontaise,6886,4207,2679,3274.0,1845,1429,3612,2362,1250,0.3891,0.6109
2006,1501-Pré-du-Marché,1849,1160,689,862.0,500,362,987,660,327,0.3726,0.6274
2006,1502-Valentin,2539,1669,870,1192.0,729,463,1347,940,407,0.3427,0.6573
2006,1503-Pontaise,2498,1378,1120,1220.0,616,604,1278,762,516,0.4484,0.5516
2006,16-Bossons/Blécherette,6422,3602,2820,3019.0,1554,1465,3403,2048,1355,0.4391,0.5609
2006,1601-Stade,7,5,2,5.0,3,2,2,2,0,0.2857,0.7143
2006,1602-Ancien-Stand,940,477,463,425.0,198,227,515,279,236,0.4926,0.5074
2006,1603-Bois-Mermet,65,44,21,35.0,25,10,30,19,11,0.3231,0.6769
2006,1604-Bois-Gentil,3232,1718,1514,1501.0,712,789,1731,1006,725,0.4684,0.5316
2006,1605-Bossons,2159,1344,815,1045.0,610,435,1114,734,380,0.3775,0.6225
2006,1606-Blécherette,19,14,5,8.0,6,2,11,8,3,0.2632,0.7368
2006,17-Beaulieu/Grey/Boisy,5845,4658,1187,2665.0,2031,634,3180,2627,553,0.2031,0.7969
2006,1702-Bergières,2212,1757,455,1023.0,773,250,1189,984,205,0.2057,0.7943
2006,1703-Pierrefleur,3633,2901,732,1642.0,1258,384,1991,1643,348,0.2015,0.7985
2006,2-Maupas/Valency,12738,7592,5146,5922.0,3262,2660,6816,4330,2486,0.404,0.596
2006,201-Maupas,2653,1537,1116,1257.0,674,583,1396,863,533,0.4207,0.5793
2006,202-Av. d'Echallens,3578,1939,1639,1680.0,869,811,1898,1070,828,0.4581,0.5419
2006,203-Montétan,2166,1419,747,1007.0,586,421,1159,833,326,0.3449,0.6551
2006,204-Chablière,2598,1569,1029,1225.0,700,525,1373,869,504,0.3961,0.6039
2006,205-Valency,1743,1128,615,753.0,433,320,990,695,295,0.3528,0.6472
2006,3-Sébeillon/Malley,9252,4329,4923,4561.0,2018,2543,4691,2311,2380,0.5321,0.4679
2006,301-Av. de Morges,2918,1367,1551,1491.0,668,823,1427,699,728,0.5315,0.4685
2006,302-Rue de Sébeillon,31,22,9,20.0,15,5,11,7,4,0.2903,0.7097
2006,303-Tivoli,1880,1166,714,925.0,544,381,955,622,333,0.3798,0.6202
2006,304-Prélaz,2768,1128,1640,1350.0,504,846,1418,624,794,0.5925,0.4075
2006,305-Gare de Sébeillon,10,7,3,6.0,4,2,4,3,1,0.3,0.7
2006,306-Av. de Provence,6,4,2,3.0,1,2,3,3,0,0.3333,0.6667
2006,307-Malley,1639,635,1004,766.0,282,484,873,353,520,0.6126,0.3874
2006,4-Montoie/Bourdonnette,6785,3351,3434,3337.0,1524,1813,3448,1827,1621,0.5061,0.4939
2006,401-Montoie,2871,1646,1225,1351.0,712,639,1520,934,586,0.4267,0.5733
2006,402-Vallée de la Jeunesse,78,74,4,34.0,34,0,44,40,4,0.0513,0.9487
2006,403-Pyramides,1304,661,643,666.0,304,362,638,357,281,0.4931,0.5069
2006,404-Prés-de-Vidy,612,292,320,319.0,144,175,293,148,145,0.5229,0.4771
2006,405-Bourget,11,4,7,7.0,3,4,4,1,3,0.6364,0.3636
2006,406-Bourdonnette,1909,674,1235,960.0,327,633,949,347,602,0.6469,0.3531
2006,5-Montriond/Cour,7713,5120,2593,3695.0,2302,1393,4018,2818,1200,0.3362,0.6638
2006,501-Marc-Dufour,2738,2066,672,1284.0,931,353,1454,1135,319,0.2454,0.7546
2006,502-Milan,4,4,0,1.0,1,0,3,3,0,0.0,1.0
2006,503-Les Cèdres,276,92,184,150.0,49,101,126,43,83,0.6667,0.3333
2006,504-Cour,2035,1299,736,998.0,591,407,1037,708,329,0.3617,0.6383
2006,505-Mont-d'Or,2655,1655,1000,1258.0,727,531,1397,928,469,0.3766,0.6234
2006,506-Bellerive,5,4,1,4.0,3,1,1,1,0,0.2,0.8
2006,6-Sous-Gare/Ouchy,10253,7095,3158,4850.0,3152,1698,5403,3943,1460,0.308,0.692
2006,601-Grancy,3553,2443,1110,1769.0,1153,616,1784,1290,494,0.3124,0.6876
2006,602-Harpe,4100,3012,1088,1864.0,1306,558,2236,1706,530,0.2654,0.7346
2006,603-Av. d'Ouchy,1249,905,344,553.0,370,183,696,535,161,0.2754,0.7246
2006,604-Ouchy,1351,735,616,664.0,323,341,687,412,275,0.456,0.544
2006,7-Montchoisi,3469,2263,1206,1548.0,933,615,1921,1330,591,0.3477,0.6523
2006,701-Montchoisi,3237,2102,1135,1449.0,869,580,1788,1233,555,0.3506,0.6494
2006,702-Elysée,232,161,71,99.0,64,35,133,97,36,0.306,0.694
2006,8-Florimont/Chissiez,5119,3334,1785,2379.0,1448,931,2740,1886,854,0.3487,0.6513
2006,801-Florimont,1770,1301,469,799.0,565,234,971,736,235,0.265,0.735
2006,802-Av. Rambert,1026,762,264,465.0,333,132,561,429,132,0.2573,0.7427
2006,803-Chissiez,2323,1271,1052,1115.0,550,565,1208,721,487,0.4529,0.5471
2006,9-Mousquines/Bellevue,2454,1649,805,1166.0,758,408,1288,891,397,0.328,0.672
2006,90-Zones foraines,2890,2085,805,1503.0,1072,431,1387,1013,374,0.2785,0.7215
2006,901-Mon-Repos,147,102,45,67.0,42,25,80,60,20,0.3061,0.6939
2006,9010-Les Râpes,2252,1548,704,1169.0,794,375,1083,754,329,0.3126,0.6874
2006,902-Av. Secrétan,1656,1129,527,762.0,514,248,894,615,279,0.3182,0.6818
2006,9020-Montheron,140,124,16,70.0,60,10,70,64,6,0.1143,0.8857
2006,903-Ch. de la Vuachère,651,418,233,337.0,202,135,314,216,98,0.3579,0.6421
2006,9030-Vernand,498,413,85,264.0,218,46,234,195,39,0.1707,0.8293
2006,99-Adresses inconnues,171,79,92,130.0,52,78,41,27,14,0.538,0.462
2006,Ville de Lausanne,128228,78901,49327,60804.0,35132,25672,67424,43769,23655,0.3847,0.6153
2007,1-Centre,11580,7140,4440,5713.0,3340,2373,5867,3800,2067,0.3834,0.6166
2007,10-Vallon/Béthusy,6069,3711,2358,2718.0,1544,1174,3351,2167,1184,0.3885,0.6115
2007,1001-Le Vallon,1285,617,668,678.0,329,349,607,288,319,0.5198,0.4802
2007,1002-Hôpitaux,322,204,118,89.0,54,35,233,150,83,0.3665,0.6335
2007,1003-Victor-Ruffy,2333,1523,810,1046.0,629,417,1287,894,393,0.3472,0.6528
2007,1004-Béthusy,2129,1367,762,905.0,532,373,1224,835,389,0.3579,0.6421
2007,101-Rue Centrale,2105,1267,838,1081.0,621,460,1024,646,378,0.3981,0.6019
2007,102-Chauderon,2023,1178,845,1038.0,573,465,985,605,380,0.4177,0.5823
2007,103-Flon,29,11,18,22.0,10,12,7,1,6,0.6207,0.3793
2007,104-Montbenon,153,105,48,70.0,47,23,83,58,25,0.3137,0.6863
2007,105-Gare/Petit-Chêne,1295,896,399,625.0,414,211,670,482,188,0.3081,0.6919
2007,106-Georgette,1115,709,406,506.0,300,206,609,409,200,0.3641,0.6359
2007,107-Avant-Poste,1524,1086,438,688.0,470,218,836,616,220,0.2874,0.7126
2007,108-Marterey,1688,939,749,813.0,429,384,875,510,365,0.4437,0.5563
2007,109-Cité,726,491,235,387.0,243,144,339,248,91,0.3237,0.6763
2007,11-Chailly/Rovéréaz,8718,6078,2640,3916.0,2660,1256,4802,3418,1384,0.3028,0.6972
2007,110-Riponne/Tunnel,922,458,464,483.0,233,250,439,225,214,0.5033,0.4967
2007,1101-Chailly,4175,2590,1585,1817.0,1082,735,2358,1508,850,0.3796,0.6204
2007,1102-Plaisante,1376,1027,349,650.0,478,172,726,549,177,0.2536,0.7464
2007,1103-Bois de Rovéréaz,92,57,35,47.0,29,18,45,28,17,0.3804,0.6196
2007,1104-Craivavers,793,677,116,383.0,320,63,410,357,53,0.1463,0.8537
2007,1105-Devin,2282,1727,555,1019.0,751,268,1263,976,287,0.2432,0.7568
2007,12-Sallaz/Vennes/Séchaud,12353,7266,5087,5882.0,3293,2589,6471,3973,2498,0.4118,0.5882
2007,1201-La Sallaz,2839,1545,1294,1294.0,648,646,1545,897,648,0.4558,0.5442
2007,1202-Vennes,1396,840,556,691.0,375,316,705,465,240,0.3983,0.6017
2007,1203-Route de Berne,1125,676,449,544.0,310,234,581,366,215,0.3991,0.6009
2007,1204-Valmont,970,558,412,484.0,265,219,486,293,193,0.4247,0.5753
2007,1205-Grangette,1743,1136,607,806.0,529,277,937,607,330,0.3483,0.6517
2007,1206-Praz-Séchaud,2011,1088,923,990.0,533,457,1021,555,466,0.459,0.541
2007,1207-Ch. des Roches,342,258,84,155.0,112,43,187,146,41,0.2456,0.7544
2007,1208-Grand-Vennes,1927,1165,762,918.0,521,397,1009,644,365,0.3954,0.6046
2007,13-Sauvabelin,735,404,331,343.0,172,171,392,232,160,0.4503,0.5497
2007,1301-Sauvabelin,64,58,6,37.0,32,5,27,26,1,0.0938,0.9062
2007,1302-Pré-Fleuri,671,346,325,306.0,140,166,365,206,159,0.4844,0.5156
2007,14-Borde/Bellevaux,9362,5250,4112,4483.0,2355,2128,4879,2895,1984,0.4392,0.5608
2007,1401-Borde,2171,803,1368,1109.0,397,712,1062,406,656,0.6301,0.3699
2007,1402-Rouvraie,1859,1417,442,852.0,630,222,1007,787,220,0.2378,0.7622
2007,1403-Bellevaux,4686,2539,2147,2218.0,1097,1121,2468,1442,1026,0.4582,0.5418
2007,1404-Rte du Signal,646,491,155,304.0,231,73,342,260,82,0.2399,0.7601
2007,15-Vinet/Pontaise,6889,4204,2685,3287.0,1851,1436,3602,2353,1249,0.3898,0.6102
2007,1501-Pré-du-Marché,1803,1120,683,844.0,476,368,959,644,315,0.3788,0.6212
